Region_Code;Region_Name;Age;Year;Total_Migrations
17;Värmlands Län;5;2022;99
17;Värmlands Län;5;2023;80
17;Värmlands Län;6;1997;78
17;Värmlands Län;6;1998;66
17;Värmlands Län;6;1999;63
17;Värmlands Län;6;2000;64
17;Värmlands Län;6;2001;63
17;Värmlands Län;6;2002;60
17;Värmlands Län;6;2003;64
17;Värmlands Län;6;2004;57
17;Värmlands Län;6;2005;53
17;Värmlands Län;6;2006;77
17;Värmlands Län;6;2007;64
17;Värmlands Län;6;2008;71
17;Värmlands Län;6;2009;55
17;Värmlands Län;6;2010;57
17;Värmlands Län;6;2011;60
17;Värmlands Län;6;2012;66
17;Värmlands Län;6;2013;86
17;Värmlands Län;6;2014;89
17;Värmlands Län;6;2015;123
17;Värmlands Län;6;2016;184
17;Värmlands Län;6;2017;133
17;Värmlands Län;6;2018;129
17;Värmlands Län;6;2019;98
17;Värmlands Län;6;2020;80
17;Värmlands Län;6;2021;103
17;Värmlands Län;6;2022;78
17;Värmlands Län;6;2023;54
17;Värmlands Län;7;1997;85
17;Värmlands Län;7;1998;55
17;Värmlands Län;7;1999;72
17;Värmlands Län;7;2000;67
17;Värmlands Län;7;2001;66
17;Värmlands Län;7;2002;56
17;Värmlands Län;7;2003;63
17;Värmlands Län;7;2004;59
17;Värmlands Län;7;2005;49
17;Värmlands Län;7;2006;62
17;Värmlands Län;7;2007;63
17;Värmlands Län;7;2008;60
17;Värmlands Län;7;2009;48
17;Värmlands Län;7;2010;51
17;Värmlands Län;7;2011;50
17;Värmlands Län;7;2012;68
17;Värmlands Län;7;2013;80
17;Värmlands Län;7;2014;93
17;Värmlands Län;7;2015;95
17;Värmlands Län;7;2016;155
17;Värmlands Län;7;2017;119
17;Värmlands Län;7;2018;89
17;Värmlands Län;7;2019;82
17;Värmlands Län;7;2020;58
17;Värmlands Län;7;2021;70
17;Värmlands Län;7;2022;72
17;Värmlands Län;7;2023;66
17;Värmlands Län;8;1997;53
17;Värmlands Län;8;1998;53
17;Värmlands Län;8;1999;60
17;Värmlands Län;8;2000;61
17;Värmlands Län;8;2001;61
17;Värmlands Län;8;2002;50
17;Värmlands Län;8;2003;51
17;Värmlands Län;8;2004;43
17;Värmlands Län;8;2005;59
17;Värmlands Län;8;2006;66
17;Värmlands Län;8;2007;62
17;Värmlands Län;8;2008;50
17;Värmlands Län;8;2009;43
17;Värmlands Län;8;2010;41
17;Värmlands Län;8;2011;38
17;Värmlands Län;8;2012;59
17;Värmlands Län;8;2013;68
17;Värmlands Län;8;2014;76
17;Värmlands Län;8;2015;97
17;Värmlands Län;8;2016;135
17;Värmlands Län;8;2017;124
17;Värmlands Län;8;2018;100
17;Värmlands Län;8;2019;85
17;Värmlands Län;8;2020;61
17;Värmlands Län;8;2021;68
17;Värmlands Län;8;2022;72
17;Värmlands Län;8;2023;64
17;Värmlands Län;9;1997;63
17;Värmlands Län;9;1998;59
17;Värmlands Län;9;1999;78
17;Värmlands Län;9;2000;50
17;Värmlands Län;9;2001;67
17;Värmlands Län;9;2002;72
17;Värmlands Län;9;2003;42
17;Värmlands Län;9;2004;58
17;Värmlands Län;9;2005;63
17;Värmlands Län;9;2006;69
17;Värmlands Län;9;2007;50
17;Värmlands Län;9;2008;58
17;Värmlands Län;9;2009;50
17;Värmlands Län;9;2010;54
17;Värmlands Län;9;2011;56
17;Värmlands Län;9;2012;64
17;Värmlands Län;9;2013;76
17;Värmlands Län;9;2014;94
17;Värmlands Län;9;2015;95
17;Värmlands Län;9;2016;145
17;Värmlands Län;9;2017;112
17;Värmlands Län;9;2018;82
17;Värmlands Län;9;2019;81
17;Värmlands Län;9;2020;58
17;Värmlands Län;9;2021;72
17;Värmlands Län;9;2022;59
17;Värmlands Län;9;2023;42
17;Värmlands Län;10;1997;58
17;Värmlands Län;10;1998;56
17;Värmlands Län;10;1999;38
17;Värmlands Län;10;2000;53
17;Värmlands Län;10;2001;43
17;Värmlands Län;10;2002;58
17;Värmlands Län;10;2003;61
17;Värmlands Län;10;2004;47
17;Värmlands Län;10;2005;60
17;Värmlands Län;10;2006;70
17;Värmlands Län;10;2007;50
17;Värmlands Län;10;2008;56
17;Värmlands Län;10;2009;48
17;Värmlands Län;10;2010;38
17;Värmlands Län;10;2011;40
17;Värmlands Län;10;2012;50
17;Värmlands Län;10;2013;53
17;Värmlands Län;10;2014;62
17;Värmlands Län;10;2015;77
17;Värmlands Län;10;2016;118
17;Värmlands Län;10;2017;117
17;Värmlands Län;10;2018;78
17;Värmlands Län;10;2019;76
17;Värmlands Län;10;2020;70
17;Värmlands Län;10;2021;67
17;Värmlands Län;10;2022;77
17;Värmlands Län;10;2023;55
17;Värmlands Län;11;1997;47
17;Värmlands Län;11;1998;52
17;Värmlands Län;11;1999;50
17;Värmlands Län;11;2000;63
17;Värmlands Län;11;2001;62
17;Värmlands Län;11;2002;63
17;Värmlands Län;11;2003;57
17;Värmlands Län;11;2004;53
17;Värmlands Län;11;2005;68
17;Värmlands Län;11;2006;76
17;Värmlands Län;11;2007;59
17;Värmlands Län;11;2008;44
17;Värmlands Län;11;2009;45
17;Värmlands Län;11;2010;32
17;Värmlands Län;11;2011;45
17;Värmlands Län;11;2012;57
17;Värmlands Län;11;2013;74
17;Värmlands Län;11;2014;87
17;Värmlands Län;11;2015;86
17;Värmlands Län;11;2016;121
17;Värmlands Län;11;2017;103
17;Värmlands Län;11;2018;80
17;Värmlands Län;11;2019;50
17;Värmlands Län;11;2020;55
17;Värmlands Län;11;2021;72
17;Värmlands Län;11;2022;61
17;Värmlands Län;11;2023;49
17;Värmlands Län;12;1997;63
17;Värmlands Län;12;1998;39
17;Värmlands Län;12;1999;45
17;Värmlands Län;12;2000;49
17;Värmlands Län;12;2001;49
17;Värmlands Län;12;2002;61
17;Värmlands Län;12;2003;66
17;Värmlands Län;12;2004;48
17;Värmlands Län;12;2005;75
17;Värmlands Län;12;2006;75
17;Värmlands Län;12;2007;62
17;Värmlands Län;12;2008;58
17;Värmlands Län;12;2009;57
17;Värmlands Län;12;2010;41
17;Värmlands Län;12;2011;43
17;Värmlands Län;12;2012;48
17;Värmlands Län;12;2013;74
17;Värmlands Län;12;2014;72
17;Värmlands Län;12;2015;69
17;Värmlands Län;12;2016;107
17;Värmlands Län;12;2017;118
17;Värmlands Län;12;2018;77
17;Värmlands Län;12;2019;68
17;Värmlands Län;12;2020;78
17;Värmlands Län;12;2021;67
17;Värmlands Län;12;2022;78
17;Värmlands Län;12;2023;48
17;Värmlands Län;13;1997;48
17;Värmlands Län;13;1998;31
17;Värmlands Län;13;1999;40
17;Värmlands Län;13;2000;55
17;Värmlands Län;13;2001;45
17;Värmlands Län;13;2002;60
17;Värmlands Län;13;2003;69
17;Värmlands Län;13;2004;42
17;Värmlands Län;13;2005;56
17;Värmlands Län;13;2006;97
17;Värmlands Län;13;2007;56
17;Värmlands Län;13;2008;56
17;Värmlands Län;13;2009;50
17;Värmlands Län;13;2010;51
17;Värmlands Län;13;2011;57
17;Värmlands Län;13;2012;55
17;Värmlands Län;13;2013;72
17;Värmlands Län;13;2014;83
17;Värmlands Län;13;2015;66
17;Värmlands Län;13;2016;113
17;Värmlands Län;13;2017;84
17;Värmlands Län;13;2018;67
17;Värmlands Län;13;2019;68
17;Värmlands Län;13;2020;67
17;Värmlands Län;13;2021;55
17;Värmlands Län;13;2022;60
17;Värmlands Län;13;2023;48
17;Värmlands Län;14;1997;39
17;Värmlands Län;14;1998;48
17;Värmlands Län;14;1999;34
17;Värmlands Län;14;2000;65
17;Värmlands Län;14;2001;48
17;Värmlands Län;14;2002;61
17;Värmlands Län;14;2003;48
17;Värmlands Län;14;2004;42
17;Värmlands Län;14;2005;42
17;Värmlands Län;14;2006;67
17;Värmlands Län;14;2007;40
17;Värmlands Län;14;2008;47
17;Värmlands Län;14;2009;54
17;Värmlands Län;14;2010;41
17;Värmlands Län;14;2011;47
17;Värmlands Län;14;2012;68
17;Värmlands Län;14;2013;59
17;Värmlands Län;14;2014;80
17;Värmlands Län;14;2015;67
17;Värmlands Län;14;2016;105
17;Värmlands Län;14;2017;111
17;Värmlands Län;14;2018;57
17;Värmlands Län;14;2019;55
17;Värmlands Län;14;2020;42
17;Värmlands Län;14;2021;59
17;Värmlands Län;14;2022;62
17;Värmlands Län;14;2023;50
17;Värmlands Län;15;1997;37
17;Värmlands Län;15;1998;33
17;Värmlands Län;15;1999;34
17;Värmlands Län;15;2000;41
17;Värmlands Län;15;2001;44
17;Värmlands Län;15;2002;41
17;Värmlands Län;15;2003;40
17;Värmlands Län;15;2004;43
17;Värmlands Län;15;2005;58
17;Värmlands Län;15;2006;69
17;Värmlands Län;15;2007;55
17;Värmlands Län;15;2008;60
17;Värmlands Län;15;2009;50
17;Värmlands Län;15;2010;49
17;Värmlands Län;15;2011;59
17;Värmlands Län;15;2012;67
17;Värmlands Län;15;2013;69
17;Värmlands Län;15;2014;75
17;Värmlands Län;15;2015;75
17;Värmlands Län;15;2016;117
17;Värmlands Län;15;2017;110
17;Värmlands Län;15;2018;77
17;Värmlands Län;15;2019;57
17;Värmlands Län;15;2020;44
17;Värmlands Län;15;2021;55
17;Värmlands Län;15;2022;58
17;Värmlands Län;15;2023;56
17;Värmlands Län;16;1997;62
17;Värmlands Län;16;1998;32
17;Värmlands Län;16;1999;58
17;Värmlands Län;16;2000;64
17;Värmlands Län;16;2001;46
17;Värmlands Län;16;2002;52
17;Värmlands Län;16;2003;59
17;Värmlands Län;16;2004;51
17;Värmlands Län;16;2005;53
17;Värmlands Län;16;2006;90
17;Värmlands Län;16;2007;76
17;Värmlands Län;16;2008;70
17;Värmlands Län;16;2009;88
17;Värmlands Län;16;2010;74
17;Värmlands Län;16;2011;82
17;Värmlands Län;16;2012;91
17;Värmlands Län;16;2013;80
17;Värmlands Län;16;2014;93
17;Värmlands Län;16;2015;97
17;Värmlands Län;16;2016;142
17;Värmlands Län;16;2017;116
17;Värmlands Län;16;2018;95
17;Värmlands Län;16;2019;75
17;Värmlands Län;16;2020;76
17;Värmlands Län;16;2021;68
17;Värmlands Län;16;2022;86
17;Värmlands Län;16;2023;57
17;Värmlands Län;17;1997;48
17;Värmlands Län;17;1998;43
17;Värmlands Län;17;1999;34
17;Värmlands Län;17;2000;46
17;Värmlands Län;17;2001;51
17;Värmlands Län;17;2002;39
17;Värmlands Län;17;2003;51
17;Värmlands Län;17;2004;58
17;Värmlands Län;17;2005;54
17;Värmlands Län;17;2006;73
17;Värmlands Län;17;2007;72
17;Värmlands Län;17;2008;59
17;Värmlands Län;17;2009;69
17;Värmlands Län;17;2010;77
17;Värmlands Län;17;2011;86
17;Värmlands Län;17;2012;78
17;Värmlands Län;17;2013;93
17;Värmlands Län;17;2014;104
17;Värmlands Län;17;2015;105
17;Värmlands Län;17;2016;143
17;Värmlands Län;17;2017;98
17;Värmlands Län;17;2018;86
17;Värmlands Län;17;2019;63
17;Värmlands Län;17;2020;60
17;Värmlands Län;17;2021;45
17;Värmlands Län;17;2022;41
17;Värmlands Län;17;2023;50
17;Värmlands Län;18;1997;52
17;Värmlands Län;18;1998;48
17;Värmlands Län;18;1999;55
17;Värmlands Län;18;2000;54
17;Värmlands Län;18;2001;57
17;Värmlands Län;18;2002;50
17;Värmlands Län;18;2003;71
17;Värmlands Län;18;2004;65
17;Värmlands Län;18;2005;68
17;Värmlands Län;18;2006;66
17;Värmlands Län;18;2007;86
17;Värmlands Län;18;2008;74
17;Värmlands Län;18;2009;76
17;Värmlands Län;18;2010;75
17;Värmlands Län;18;2011;74
17;Värmlands Län;18;2012;71
17;Värmlands Län;18;2013;100
17;Värmlands Län;18;2014;94
17;Värmlands Län;18;2015;110
17;Värmlands Län;18;2016;197
17;Värmlands Län;18;2017;126
17;Värmlands Län;18;2018;144
17;Värmlands Län;18;2019;78
17;Värmlands Län;18;2020;59
17;Värmlands Län;18;2021;68
17;Värmlands Län;18;2022;65
17;Värmlands Län;18;2023;65
17;Värmlands Län;19;1997;169
17;Värmlands Län;19;1998;232
17;Värmlands Län;19;1999;195
17;Värmlands Län;19;2000;196
17;Värmlands Län;19;2001;198
17;Värmlands Län;19;2002;197
17;Värmlands Län;19;2003;214
17;Värmlands Län;19;2004;221
17;Värmlands Län;19;2005;268
17;Värmlands Län;19;2006;238
17;Värmlands Län;19;2007;281
17;Värmlands Län;19;2008;298
17;Värmlands Län;19;2009;321
17;Värmlands Län;19;2010;359
17;Värmlands Län;19;2011;325
17;Värmlands Län;19;2012;325
17;Värmlands Län;19;2013;309
17;Värmlands Län;19;2014;353
17;Värmlands Län;19;2015;291
17;Värmlands Län;19;2016;339
17;Värmlands Län;19;2017;338
17;Värmlands Län;19;2018;340
17;Värmlands Län;19;2019;273
17;Värmlands Län;19;2020;327
17;Värmlands Län;19;2021;305
17;Värmlands Län;19;2022;312
17;Värmlands Län;19;2023;307
18;Örebro Län;0;1997;48
18;Örebro Län;0;1998;64
18;Örebro Län;0;1999;56
18;Örebro Län;0;2000;56
18;Örebro Län;0;2001;61
18;Örebro Län;0;2002;48
18;Örebro Län;0;2003;56
18;Örebro Län;0;2004;65
18;Örebro Län;0;2005;66
18;Örebro Län;0;2006;80
18;Örebro Län;0;2007;67
18;Örebro Län;0;2008;80
18;Örebro Län;0;2009;61
18;Örebro Län;0;2010;71
18;Örebro Län;0;2011;79
18;Örebro Län;0;2012;74
18;Örebro Län;0;2013;84
18;Örebro Län;0;2014;100
18;Örebro Län;0;2015;88
18;Örebro Län;0;2016;128
18;Örebro Län;0;2017;117
18;Örebro Län;0;2018;95
18;Örebro Län;0;2019;82
18;Örebro Län;0;2020;73
18;Örebro Län;0;2021;65
18;Örebro Län;0;2022;58
18;Örebro Län;0;2023;77
18;Örebro Län;1;1997;114
18;Örebro Län;1;1998;114
18;Örebro Län;1;1999;121
18;Örebro Län;1;2000;116
18;Örebro Län;1;2001;103
18;Örebro Län;1;2002;127
18;Örebro Län;1;2003;125
18;Örebro Län;1;2004;119
18;Örebro Län;1;2005;119
18;Örebro Län;1;2006;132
18;Örebro Län;1;2007;142
18;Örebro Län;1;2008;148
18;Örebro Län;1;2009;137
18;Örebro Län;1;2010;135
18;Örebro Län;1;2011;164
18;Örebro Län;1;2012;150
18;Örebro Län;1;2013;185
18;Örebro Län;1;2014;165
18;Örebro Län;1;2015;191
18;Örebro Län;1;2016;210
18;Örebro Län;1;2017;246
18;Örebro Län;1;2018;211
18;Örebro Län;1;2019;162
18;Örebro Län;1;2020;170
18;Örebro Län;1;2021;161
18;Örebro Län;1;2022;162
18;Örebro Län;1;2023;133
18;Örebro Län;2;1997;109
18;Örebro Län;2;1998;98
18;Örebro Län;2;1999;79
18;Örebro Län;2;2000;104
18;Örebro Län;2;2001;126
18;Örebro Län;2;2002;105
18;Örebro Län;2;2003;99
18;Örebro Län;2;2004;95
18;Örebro Län;2;2005;88
18;Örebro Län;2;2006;136
18;Örebro Län;2;2007;90
18;Örebro Län;2;2008;120
18;Örebro Län;2;2009;107
18;Örebro Län;2;2010;103
18;Örebro Län;2;2011;135
18;Örebro Län;2;2012;136
18;Örebro Län;2;2013;145
18;Örebro Län;2;2014;155
18;Örebro Län;2;2015;142
18;Örebro Län;2;2016;194
18;Örebro Län;2;2017;171
18;Örebro Län;2;2018;173
18;Örebro Län;2;2019;148
18;Örebro Län;2;2020;121
18;Örebro Län;2;2021;122
18;Örebro Län;2;2022;112
18;Örebro Län;2;2023;123
18;Örebro Län;3;1997;100
18;Örebro Län;3;1998;100
18;Örebro Län;3;1999;96
18;Örebro Län;3;2000;88
18;Örebro Län;3;2001;87
18;Örebro Län;3;2002;93
18;Örebro Län;3;2003;91
18;Örebro Län;3;2004;87
18;Örebro Län;3;2005;89
18;Örebro Län;3;2006;112
18;Örebro Län;3;2007;101
18;Örebro Län;3;2008;103
18;Örebro Län;3;2009;85
18;Örebro Län;3;2010;111
18;Örebro Län;3;2011;103
18;Örebro Län;3;2012;117
18;Örebro Län;3;2013;140
18;Örebro Län;3;2014;144
18;Örebro Län;3;2015;178
18;Örebro Län;3;2016;194
18;Örebro Län;3;2017;194
18;Örebro Län;3;2018;164
18;Örebro Län;3;2019;149
18;Örebro Län;3;2020;115
18;Örebro Län;3;2021;117
18;Örebro Län;3;2022;138
18;Örebro Län;3;2023;110
18;Örebro Län;4;1997;105
18;Örebro Län;4;1998;96
18;Örebro Län;4;1999;75
18;Örebro Län;4;2000;104
18;Örebro Län;4;2001;97
18;Örebro Län;4;2002;105
18;Örebro Län;4;2003;88
18;Örebro Län;4;2004;83
18;Örebro Län;4;2005;77
18;Örebro Län;4;2006;111
18;Örebro Län;4;2007;88
18;Örebro Län;4;2008;126
18;Örebro Län;4;2009;94
18;Örebro Län;4;2010;86
18;Örebro Län;4;2011;86
18;Örebro Län;4;2012;97
18;Örebro Län;4;2013;135
18;Örebro Län;4;2014;119
18;Örebro Län;4;2015;156
18;Örebro Län;4;2016;196
18;Örebro Län;4;2017;170
18;Örebro Län;4;2018;143
18;Örebro Län;4;2019;158
18;Örebro Län;4;2020;109
18;Örebro Län;4;2021;109
18;Örebro Län;4;2022;116
18;Örebro Län;4;2023;98
18;Örebro Län;5;1997;86
18;Örebro Län;5;1998;104
18;Örebro Län;5;1999;76
18;Örebro Län;5;2000;112
18;Örebro Län;5;2001;64
18;Örebro Län;5;2002;83
18;Örebro Län;5;2003;87
18;Örebro Län;5;2004;96
18;Örebro Län;5;2005;90
18;Örebro Län;5;2006;97
18;Örebro Län;5;2007;83
18;Örebro Län;5;2008;86
18;Örebro Län;5;2009;78
18;Örebro Län;5;2010;95
18;Örebro Län;5;2011;102
18;Örebro Län;5;2012;99
18;Örebro Län;5;2013;116
18;Örebro Län;5;2014;133
18;Örebro Län;5;2015;132
18;Örebro Län;5;2016;152
18;Örebro Län;5;2017;172
18;Örebro Län;5;2018;135
18;Örebro Län;5;2019;125
18;Örebro Län;5;2020;95
18;Örebro Län;5;2021;90
18;Örebro Län;5;2022;110
18;Örebro Län;5;2023;88
18;Örebro Län;6;1997;109
18;Örebro Län;6;1998;94
18;Örebro Län;6;1999;71
18;Örebro Län;6;2000;91
18;Örebro Län;6;2001;70
18;Örebro Län;6;2002;101
18;Örebro Län;6;2003;80
18;Örebro Län;6;2004;77
18;Örebro Län;6;2005;71
18;Örebro Län;6;2006;107
18;Örebro Län;6;2007;96
18;Örebro Län;6;2008;110
18;Örebro Län;6;2009;77
18;Örebro Län;6;2010;80
18;Örebro Län;6;2011;71
18;Örebro Län;6;2012;106
18;Örebro Län;6;2013;124
18;Örebro Län;6;2014;118
18;Örebro Län;6;2015;146
18;Örebro Län;6;2016;167
18;Örebro Län;6;2017;164
18;Örebro Län;6;2018;152
18;Örebro Län;6;2019;128
18;Örebro Län;6;2020;101
18;Örebro Län;6;2021;99
18;Örebro Län;6;2022;100
18;Örebro Län;6;2023;91
18;Örebro Län;7;1997;72
18;Örebro Län;7;1998;101
18;Örebro Län;7;1999;81
18;Örebro Län;7;2000;81
18;Örebro Län;7;2001;51
18;Örebro Län;7;2002;91
18;Örebro Län;7;2003;71
18;Örebro Län;7;2004;76
18;Örebro Län;7;2005;66
18;Örebro Län;7;2006;86
18;Örebro Län;7;2007;78
18;Örebro Län;7;2008;96
18;Örebro Län;7;2009;80
18;Örebro Län;7;2010;60
18;Örebro Län;7;2011;71
18;Örebro Län;7;2012;85
18;Örebro Län;7;2013;113
18;Örebro Län;7;2014;110
18;Örebro Län;7;2015;130
18;Örebro Län;7;2016;156
18;Örebro Län;7;2017;142
18;Örebro Län;7;2018;123
18;Örebro Län;7;2019;105
18;Örebro Län;7;2020;78
18;Örebro Län;7;2021;83
18;Örebro Län;7;2022;96
18;Örebro Län;7;2023;92
18;Örebro Län;8;1997;67
18;Örebro Län;8;1998;94
18;Örebro Län;8;1999;81
18;Örebro Län;8;2000;78
18;Örebro Län;8;2001;75
18;Örebro Län;8;2002;97
18;Örebro Län;8;2003;74
18;Örebro Län;8;2004;87
18;Örebro Län;8;2005;73
18;Örebro Län;8;2006;96
18;Örebro Län;8;2007;84
18;Örebro Län;8;2008;95
18;Örebro Län;8;2009;68
18;Örebro Län;8;2010;54
18;Örebro Län;8;2011;72
18;Örebro Län;8;2012;79
18;Örebro Län;8;2013;113
18;Örebro Län;8;2014;110
18;Örebro Län;8;2015;119
18;Örebro Län;8;2016;149
18;Örebro Län;8;2017;152
18;Örebro Län;8;2018;116
18;Örebro Län;8;2019;95
18;Örebro Län;8;2020;78
18;Örebro Län;8;2021;68
18;Örebro Län;8;2022;89
18;Örebro Län;8;2023;60
18;Örebro Län;9;1997;99
18;Örebro Län;9;1998;87
18;Örebro Län;9;1999;72
18;Örebro Län;9;2000;77
18;Örebro Län;9;2001;80
18;Örebro Län;9;2002;74
18;Örebro Län;9;2003;80
18;Örebro Län;9;2004;69
18;Örebro Län;9;2005;64
18;Örebro Län;9;2006;86
18;Örebro Län;9;2007;85
18;Örebro Län;9;2008;82
18;Örebro Län;9;2009;62
18;Örebro Län;9;2010;54
18;Örebro Län;9;2011;66
18;Örebro Län;9;2012;97
18;Örebro Län;9;2013;103
18;Örebro Län;9;2014;98
18;Örebro Län;9;2015;111
18;Örebro Län;9;2016;136
18;Örebro Län;9;2017;119
18;Örebro Län;9;2018;125
18;Örebro Län;9;2019;120
18;Örebro Län;9;2020;88
18;Örebro Län;9;2021;68
18;Örebro Län;9;2022;83
18;Örebro Län;9;2023;81
18;Örebro Län;10;1997;79
18;Örebro Län;10;1998;75
18;Örebro Län;10;1999;69
18;Örebro Län;10;2000;86
18;Örebro Län;10;2001;68
18;Örebro Län;10;2002;86
18;Örebro Län;10;2003;70
18;Örebro Län;10;2004;71
18;Örebro Län;10;2005;61
18;Örebro Län;10;2006;106
18;Örebro Län;10;2007;67
18;Örebro Län;10;2008;84
18;Örebro Län;10;2009;67
18;Örebro Län;10;2010;52
18;Örebro Län;10;2011;54
18;Örebro Län;10;2012;76
18;Örebro Län;10;2013;123
18;Örebro Län;10;2014;84
18;Örebro Län;10;2015;100
18;Örebro Län;10;2016;142
18;Örebro Län;10;2017;135
18;Örebro Län;10;2018;132
18;Örebro Län;10;2019;110
18;Örebro Län;10;2020;90
18;Örebro Län;10;2021;61
18;Örebro Län;10;2022;98
18;Örebro Län;10;2023;66
18;Örebro Län;11;1997;64
18;Örebro Län;11;1998;71
18;Örebro Län;11;1999;67
18;Örebro Län;11;2000;74
18;Örebro Län;11;2001;76
18;Örebro Län;11;2002;88
18;Örebro Län;11;2003;86
18;Örebro Län;11;2004;64
18;Örebro Län;11;2005;78
18;Örebro Län;11;2006;86
18;Örebro Län;11;2007;58
18;Örebro Län;11;2008;90
18;Örebro Län;11;2009;54
18;Örebro Län;11;2010;56
18;Örebro Län;11;2011;61
18;Örebro Län;11;2012;74
18;Örebro Län;11;2013;103
18;Örebro Län;11;2014;95
18;Örebro Län;11;2015;106
18;Örebro Län;11;2016;131
18;Örebro Län;11;2017;118
18;Örebro Län;11;2018;118
18;Örebro Län;11;2019;90
18;Örebro Län;11;2020;78
18;Örebro Län;11;2021;73
18;Örebro Län;11;2022;74
18;Örebro Län;11;2023;60
18;Örebro Län;12;1997;53
18;Örebro Län;12;1998;67
18;Örebro Län;12;1999;68
18;Örebro Län;12;2000;62
18;Örebro Län;12;2001;74
18;Örebro Län;12;2002;88
18;Örebro Län;12;2003;60
18;Örebro Län;12;2004;59
18;Örebro Län;12;2005;73
18;Örebro Län;12;2006;87
18;Örebro Län;12;2007;69
18;Örebro Län;12;2008;66
18;Örebro Län;12;2009;69
18;Örebro Län;12;2010;69
18;Örebro Län;12;2011;60
18;Örebro Län;12;2012;79
18;Örebro Län;12;2013;93
18;Örebro Län;12;2014;97
18;Örebro Län;12;2015;101
18;Örebro Län;12;2016;100
18;Örebro Län;12;2017;128
18;Örebro Län;12;2018;111
18;Örebro Län;12;2019;104
18;Örebro Län;12;2020;73
18;Örebro Län;12;2021;69
18;Örebro Län;12;2022;76
18;Örebro Län;12;2023;69
18;Örebro Län;13;1997;67
18;Örebro Län;13;1998;76
18;Örebro Län;13;1999;50
18;Örebro Län;13;2000;71
18;Örebro Län;13;2001;70
18;Örebro Län;13;2002;88
18;Örebro Län;13;2003;60
18;Örebro Län;13;2004;65
18;Örebro Län;13;2005;70
18;Örebro Län;13;2006;83
18;Örebro Län;13;2007;59
18;Örebro Län;13;2008;93
18;Örebro Län;13;2009;76
18;Örebro Län;13;2010;64
18;Örebro Län;13;2011;58
18;Örebro Län;13;2012;83
18;Örebro Län;13;2013;91
18;Örebro Län;13;2014;100
18;Örebro Län;13;2015;96
18;Örebro Län;13;2016;116
18;Örebro Län;13;2017;114
18;Örebro Län;13;2018;112
18;Örebro Län;13;2019;96
18;Örebro Län;13;2020;71
18;Örebro Län;13;2021;58
18;Örebro Län;13;2022;73
18;Örebro Län;13;2023;73
18;Örebro Län;14;1997;54
18;Örebro Län;14;1998;53
18;Örebro Län;14;1999;53
18;Örebro Län;14;2000;78
18;Örebro Län;14;2001;61
18;Örebro Län;14;2002;73
18;Örebro Län;14;2003;59
18;Örebro Län;14;2004;73
18;Örebro Län;14;2005;65
18;Örebro Län;14;2006;92
18;Örebro Län;14;2007;66
18;Örebro Län;14;2008;93
18;Örebro Län;14;2009;62
18;Örebro Län;14;2010;72
18;Örebro Län;14;2011;65
18;Örebro Län;14;2012;76
18;Örebro Län;14;2013;100
18;Örebro Län;14;2014;102
18;Örebro Län;14;2015;109
18;Örebro Län;14;2016;116
18;Örebro Län;14;2017;122
18;Örebro Län;14;2018;86
18;Örebro Län;14;2019;101
18;Örebro Län;14;2020;65
18;Örebro Län;14;2021;66
18;Örebro Län;14;2022;73
18;Örebro Län;14;2023;68
18;Örebro Län;15;1997;50
18;Örebro Län;15;1998;55
18;Örebro Län;15;1999;61
18;Örebro Län;15;2000;63
18;Örebro Län;15;2001;56
18;Örebro Län;15;2002;65
18;Örebro Län;15;2003;50
18;Örebro Län;15;2004;63
18;Örebro Län;15;2005;67
18;Örebro Län;15;2006;97
18;Örebro Län;15;2007;82
18;Örebro Län;15;2008;77
18;Örebro Län;15;2009;67
18;Örebro Län;15;2010;63
18;Örebro Län;15;2011;79
18;Örebro Län;15;2012;100
18;Örebro Län;15;2013;116
18;Örebro Län;15;2014;105
18;Örebro Län;15;2015;111
18;Örebro Län;15;2016;123
18;Örebro Län;15;2017;105
18;Örebro Län;15;2018;100
18;Örebro Län;15;2019;90
18;Örebro Län;15;2020;70
18;Örebro Län;15;2021;56
18;Örebro Län;15;2022;76
18;Örebro Län;15;2023;69
18;Örebro Län;16;1997;66
18;Örebro Län;16;1998;72
18;Örebro Län;16;1999;50
18;Örebro Län;16;2000;65
18;Örebro Län;16;2001;76
18;Örebro Län;16;2002;77
18;Örebro Län;16;2003;75
18;Örebro Län;16;2004;85
18;Örebro Län;16;2005;73
18;Örebro Län;16;2006;108
18;Örebro Län;16;2007;114
18;Örebro Län;16;2008;106
18;Örebro Län;16;2009;88
18;Örebro Län;16;2010;97
18;Örebro Län;16;2011;89
18;Örebro Län;16;2012;119
18;Örebro Län;16;2013;131
18;Örebro Län;16;2014;147
18;Örebro Län;16;2015;152
18;Örebro Län;16;2016;171
18;Örebro Län;16;2017;135
18;Örebro Län;16;2018;117
18;Örebro Län;16;2019;111
18;Örebro Län;16;2020;81
18;Örebro Län;16;2021;83
18;Örebro Län;16;2022;93
18;Örebro Län;16;2023;99
18;Örebro Län;17;1997;74
18;Örebro Län;17;1998;47
18;Örebro Län;17;1999;57
18;Örebro Län;17;2000;59
18;Örebro Län;17;2001;73
18;Örebro Län;17;2002;72
18;Örebro Län;17;2003;68
18;Örebro Län;17;2004;66
18;Örebro Län;17;2005;56
18;Örebro Län;17;2006;101
